x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,x21,y21,z21,type,category
1.77636E-14,58.47977097,9.12,30.12507617,30.43877235,2.88,46.47903059,-9.4044201,0.72,47.41969188,-40.48707444,-1.2,37.21192262,-63.97804374,-2.4,8.210856961,-44.33388874,6.72,24.93948156,-47.98951508,-1.92,27.55420105,-19.41158085,-6.96,26.21495448,3.035673452,-8.88,-15.26980244,-39.59291633,7.2,5.08196244,-36.09807684,-1.44,8.605456398,-1.866575531,-3.36,7.597035616,19.56089287,-2.4,-35.94043554,-26.60416747,6,-16.29815248,-24.44519503,-2.64,-9.370740153,6.339324992,-0.72,-7.457530764,24.39733682,3.12,-54.73771779,-8.116900975,4.56,-38.41565019,-11.22387201,-0.96,-26.50592174,10.54360664,1.44,-22.60775761,22.48290309,5.28,1,a
1.18572E-13,57.79448107,9,32.08572104,34.56636536,2.75,49.52582198,-3.638873246,1,51.74447041,-35.00408805,-0.5,42.3787255,-59.21841625,-1.5,17.65180404,-33.47746583,7.5,25.94633129,-44.74456409,-2,28.1226391,-19.26085238,-7.5,28.10570286,3.478718232,-9,-7.53239611,-29.50740082,7.75,3.556611991,-36.1623795,-2.25,7.147096478,-2.214938067,-4.25,8.142101023,20.00559398,-2.75,-31.36593051,-18.49193792,6.5,-22.34314462,-25.05439404,-4,-12.63867475,6.724370602,-1.75,-7.659417967,25.45041659,3,-52.90036931,-2.368447525,4.75,-43.98343496,-11.29479004,-2.5,-30.05337133,10.8202533,0,-24.27387684,24.29948795,4.25,1,a
-1.77636E-14,58.01229673,9,32.84609546,32.78778462,2.5,48.7939849,-5.742840293,0.75,49.76090091,-38.11913644,-0.75,38.12470992,-61.30048228,-1.5,19.76575524,-31.42130142,7,22.37601349,-47.1172191,-3,22.45071086,-19.98979429,-8,21.41739718,1.164856855,-9,-6.249680324,-26.51906869,7,-1.730489174,-38.66032463,-3.5,1.738788882,-3.446192298,-5.25,3.324033161,17.91832098,-3.25,-30.08229261,-15.28211114,5.75,-27.62142911,-27.2205817,-5.75,-17.13059786,5.430426439,-3,-11.70258866,23.60930589,2.5,-52.98948743,0.074244692,3.75,-48.93922979,-11.55297105,-3.75,-35.85058986,10.54959806,-1,-28.44310023,22.4515258,3.75,1,a
-1.59872E-14,59.27759905,9.134328358,30.97096792,30.45161489,3.76119403,43.54003281,-10.41992244,2.686567164,43.9030383,-42.84411653,1.074626866,32.44361517,-67.40699119,0.268656716,15.87736488,-31.90254734,7.791044776,16.47962398,-50.6695608,-1.880597015,17.37888756,-25.910116,-7.253731343,17.81614417,-2.994496224,-8.865671642,-8.11812265,-23.93041132,7.253731343,-6.822853081,-39.93168725,-3.223880597,-1.233393634,-7.039411422,-5.641791045,1.930529167,16.17278301,-4.298507463,-31.34222353,-10.76268891,5.373134328,-32.65811841,-26.59958323,-5.641791045,-19.58167084,4.416679023,-3.223880597,-11.88842961,24.53437272,1.880597015,-53.02767615,6.428572247,2.955223881,-51.88503389,-8.064767338,-4.835820896,-36.85743185,11.68484913,-2.149253731,-28.66918314,25.3098412,2.417910448,1,a
4.57412E-14,57.57451015,9.085714286,33.40068055,45.59242419,2.742857143,54.79048473,28.05329235,-0.514285714,51.04547856,12.08789355,-3.257142857,25.47797825,5.164983718,-6.171428571,33.3678558,-1.111756843,2.571428571,32.84862785,-22.82263031,-2.057142857,28.63810697,-36.41434286,-5.828571429,23.85762897,-49.68328294,-8.914285714,4.034460833,-1.38044417,2.4,0.98175859,-26.78101844,-1.714285714,-2.178370125,-42.77620202,-5.314285714,-5.848774581,-57.2766624,-8.057142857,-21.47634217,4.324901236,1.371428571,-27.31914862,-18.28985999,-2.4,-27.49520867,-33.26201671,-5.142857143,-27.02670989,-47.09200746,-7.2,-46.77826037,14.13207423,-0.171428571,-52.90753741,-2.593148521,-3.771428571,-52.33459622,-14.37222548,-5.314285714,-49.40722487,-25.97745385,-6.514285714,1,b
-1.06581E-14,60.15281466,9,38.42243648,38.83512213,1.956521739,59.7740528,14.08918071,-0.97826087,52.82266821,-2.52032729,-3.52173913,24.17929819,-3.512074296,-6.065217391,34.88783415,-8.760696903,3.130434783,35.20202102,-31.79923341,-1.565217391,29.91320864,-45.00263323,-5.673913043,23.89129355,-56.58188724,-9,4.516436315,-3.346122427,2.934782609,2.042214682,-29.44485799,-0.97826087,-1.544752131,-45.12960743,-4.891304348,-5.629181495,-58.42326904,-7.826086957,-22.43817926,7.173829813,1.956521739,-26.45715302,-15.93226146,-1.760869565,-26.27387735,-31.37650157,-4.891304348,-26.10369279,-44.85825576,-7.043478261,-48.62041877,22.21274137,0.195652174,-53.32013076,4.911415123,-3.130434783,-51.63137631,-7.638011494,-4.695652174,-48.01822726,-19.93935978,-5.869565217,1,b
1.59872E-14,57.96496957,9,34.56979527,43.29037787,2.793103448,56.73750241,24.03454585,-0.310344828,53.22348206,8.051320266,-3.25862069,26.45435412,2.790568868,-6.206896552,36.54237782,-3.059112497,3.413793103,37.6431323,-25.33560949,-1.396551724,33.44614816,-38.94972001,-5.74137931,29.33501142,-51.89014439,-9,6.156212645,-1.925525025,2.637931034,3.863133129,-27.64909309,-1.551724138,0.862289469,-43.46950392,-5.586206897,-1.938243585,-57.71798041,-8.844827586,-21.54769812,4.799686533,1.086206897,-25.43563161,-17.98214779,-2.948275862,-24.38829329,-32.94916466,-6.206896552,-22.68469928,-46.63055653,-8.689655172,-47.68155527,16.11720652,-1.086206897,-53.27689822,-0.741840145,-4.655172414,-51.80032289,-12.3404263,-6.517241379,-47.41638218,-24.30949619,-7.913793103,1,b
1.66755E-13,57.66054217,9.108433735,34.23859478,43.63476305,2.602409639,53.82524488,24.29867764,-0.43373494,48.6079352,6.666610477,-3.036144578,20.58973999,-0.432679007,-5.638554217,29.05544606,-1.201970084,3.686746988,28.58961484,-23.36931257,-1.084337349,24.05862982,-37.17176622,-5.421686747,18.94069747,-50.07480032,-8.891566265,0.56831409,-1.786113252,3.253012048,-2.388161396,-27.15376256,-0.65060241,-6.357043403,-43.03789403,-4.554216867,-9.683078325,-57.16136395,-7.590361446,-24.17353486,2.873550658,1.951807229,-28.88464128,-19.50027542,-1.734939759,-28.58961484,-34.2912296,-4.771084337,-28.26974407,-47.89992551,-6.939759036,-47.6048453,12.23679592,0,-52.80973282,-4.804142106,-3.469879518,-51.84080388,-16.3566119,-4.771084337,-49.042711,-27.35613013,-6.072289157,1,b
2.66454E-15,57.70151537,9.230769231,38.49657782,41.08072053,2.307692308,54.82975838,19.61959842,0,35.49573099,5.268727786,-2.307692308,3.686754668,0.721454563,-4.615384615,37.03902365,-5.164433629,4.615384615,35.15277707,-27.67482907,0,29.23682191,-40.5740994,-4.615384615,22.16339725,-52.8611881,-8.769230769,5.701608964,-4.084107991,4.153846154,3.686754668,-28.12930312,0.461538462,-1.24320797,-43.68715468,-3.692307692,-7.202032376,-57.09802491,-7.384615385,-21.56322789,2.322071276,2.307692308,-25.80728268,-19.47556078,-0.923076923,-26.96475217,-33.28875799,-4.153846154,-29.19395267,-45.46657376,-6.923076923,-48.48511081,12.82104972,0,-53.54368117,-4.271601533,-3.230769231,-52.04325776,-15.21636284,-5.076923077,-50.49996511,-25.64952426,-6,1,b
-7.10543E-15,62.05745216,9,41.75534791,33.76264848,1.894736842,59.06405779,5.369697954,-0.473684211,45.21708989,-9.15041292,-2.368421053,14.16352838,-8.808487451,-4.263157895,40.66270369,-13.83467143,4.263157895,41.7859828,-38.55982315,-0.473684211,36.63932216,-51.64521241,-5.210526316,30.50213358,-63.80138362,-9,8.659460755,-5.564403149,3.789473684,6.515018823,-31.70246606,0,2.981795449,-47.58096211,-3.789473684,-2.164865189,-60.66635137,-7.578947368,-19.96373323,7.852006379,2.368421053,-24.89594967,-15.03106703,-1.421052632,-23.18039613,-31.35508799,-4.736842105,-24.06880778,-43.95678412,-7.105263158,-47.11645274,25.00709855,0,-53.54977854,8.650361973,-3.789473684,-51.72189708,-3.940428947,-5.210526316,-48.35205976,-16.05843193,-6.631578947,1,b
-3.4639E-14,57.67664916,9.2,36.04301664,41.30774872,2.4,54.83191765,21.27700184,-0.8,41.13615786,5.299151109,-3.2,9.071852304,0.291422691,-5.6,35.8963811,-3.818995487,4.8,35.30006322,-25.83980431,-0.4,30.8716698,-39.03388922,-5.2,26.48237919,-51.72950551,-8.8,5.386412306,-3.43175835,4,3.470374535,-27.85672098,0,0.009775703,-43.13286971,-4.4,-3.372617505,-57.4120812,-8,-21.32080806,2.174065703,2.8,-25.28974344,-19.58217516,-1.6,-24.17531331,-34.21414392,-4.8,-24.02867776,-46.76404887,-7.6,-48.80030895,12.3542967,0.4,-53.50242205,-4.32906859,-3.6,-52.11427224,-15.47175698,-5.6,-48.47771075,-26.79082401,-6.8,1,b
1.95399E-14,58.64275379,9.2,39.184659,38.11082936,1.6,57.08439673,15.06000649,-1.2,40.36251739,-0.870502205,-4,6.148977259,-4.485007453,-6.4,41.43835655,-7.846752023,4.8,42.00409956,-30.72585446,0,35.01114503,-44.02298443,-5.2,27.1463898,-55.71127429,-8.8,9.432141587,-5.552958179,4.8,7.419580403,-29.9125924,1.2,1.38189685,-44.34874128,-3.2,-5.5275874,-57.17605004,-6.4,-19.24453667,2.449758248,3.6,-23.16763981,-19.63183815,0,-23.26038456,-33.18558477,-2.8,-25.34714155,-44.93111478,-5.2,-49.49787576,14.60979729,1.6,-53.54154708,-1.6345682,-1.6,-52.0947289,-13.03858533,-2.8,-49.35875863,-23.70233656,-3.6,1,b
-6.21725E-15,57.99634929,9,38.10393127,40.81841237,1.285714286,55.69435256,16.9873834,-1.285714286,42.54910165,0.009811081,-3,11.49344636,-3.851985222,-4.714285714,33.06203569,-5.756647772,4.285714286,32.24045751,-28.56637702,-0.428571429,28.27958585,-42.07619608,-5.142857143,22.29503741,-54.38411842,-9,2.793365819,-3.641809543,4.285714286,0.657262546,-28.14929603,0.428571429,-2.473382738,-43.63928679,-3.428571429,-7.506630128,-57.00789861,-6.857142857,-22.51989038,2.965352026,3,-27.6309715,-19.27954827,-0.857142857,-27.30234022,-33.35419628,-4.285714286,-26.85263427,-46.50936206,-6.857142857,-48.4212236,13.39164978,0.857142857,-53.87823237,-3.195149866,-3,-52.11400132,-14.65255841,-4.714285714,-49.15631987,-25.33169196,-6,1,b
1.33227E-14,57.80640317,9,36.16824042,41.58141457,1.730769231,56.00243679,21.49550408,-1.384615385,43.46022438,6.143781237,-4.153846154,12.25053305,2.895691419,-6.923076923,31.39100553,-4.632323935,3.461538462,30.10603971,-26.69715248,-1.038461538,23.76004286,-39.91468696,-5.538461538,15.49053889,-52.47093227,-9,1.687010342,-2.949098019,3.115384615,-0.819855493,-27.19987169,0,-6.416945882,-42.80707872,-4.153846154,-12.81024209,-56.48217497,-7.269230769,-23.55507899,3.359852509,2.423076923,-28.68705905,-17.38239767,-0.692307692,-30.15333906,-31.56681246,-3.461538462,-32.4158249,-43.81911647,-5.884615385,-48.32417476,14.24442071,0.692307692,-52.98316127,-1.922211793,-2.076923077,-51.16213608,-13.20928533,-3.461538462,-49.19921284,-23.12367357,-4.5,1,b
-9.28146E-14,57.69248491,9.138461538,34.63855675,44.11597182,1.938461538,53.73372052,25.50316092,-1.384615385,41.14427553,9.937700988,-3.876923077,13.19229152,2.820072476,-6.646153846,28.58999659,-3.005844925,3.6,28.2835496,-25.8539528,-1.107692308,23.45575366,-39.65038211,-5.538461538,17.86435211,-52.68731662,-8.861538462,-0.04521349,-3.371032309,3.6,-1.155455845,-28.45611854,0,-5.234717351,-44.13572009,-3.876923077,-10.05246585,-57.18303112,-6.646153846,-24.73680253,1.830284934,2.492307692,-27.36923237,-21.36125255,-0.830769231,-27.56013377,-35.59450008,-3.6,-28.49956961,-47.94457536,-5.815384615,-49.37313063,11.15175278,0.830769231,-52.7038577,-6.411021014,-2.215384615,-51.30726324,-17.6685484,-3.323076923,-48.35331526,-28.19771051,-4.153846154,1,b
4.44089E-14,57.619325,9.134328358,33.43738188,45.9167954,2.149253731,51.73851962,27.03907703,-1.074626866,37.99745048,9.742797817,-3.76119403,9.592998524,0.983017882,-6.447761194,25.45492093,-3.100075525,3.223880597,23.20765919,-25.85504278,-1.343283582,16.69996376,-40.13232348,-5.641791045,8.666003059,-53.77862455,-8.865671642,-1.985081198,-3.77474566,3.223880597,-4.831612727,-28.75641585,-0.537313433,-9.76622495,-44.39101697,-4.298507463,-17.01364404,-58.71597825,-7.253731343,-26.03078175,0.510202197,2.149253731,-29.80430874,-21.61378542,-1.074626866,-31.08712065,-36.28364288,-3.76119403,-33.22670109,-49.18532894,-5.910447761,-48.13821905,9.2962365,0.537313433,-52.21606273,-8.10653601,-2.686567164,-51.49038447,-19.3648182,-3.76119403,-50.09520947,-29.48590863,-4.567164179,1,b
-5.15143E-14,57.5406788,9.111111111,33.60390851,46.63285856,3.111111111,52.29738174,29.26246975,0,42.76357182,14.1497685,-2.444444444,15.61715666,6.858007338,-5.333333333,28.83700355,0.716055396,2.444444444,26.85541224,-23.33377888,-2.222222222,20.89678104,-37.57427373,-6.222222222,13.46927797,-51.13232947,-8.888888889,0,0,2,-2.619026271,-26.28691888,-1.777777778,-7.760077841,-43.07860828,-5.111111111,-14.41157313,-58.08287108,-7.777777778,-24.70753355,4.603210618,1.111111111,-29.57143949,-19.55506211,-2.444444444,-29.73772687,-34.31533838,-4.666666667,-31.41445797,-47.28818805,-6.222222222,-48.1263399,13.31226129,-0.666666667,-52.49138368,-4.925635157,-3.555555556,-52.06180794,-16.34383932,-4.444444444,-50.19107489,-27.70782425,-5.111111111,1,b
5.32907E-15,59.36116891,9,38.88812311,36.60784966,2.892857143,58.33218466,12.24593434,0.321428571,53.86798686,-5.159435943,-2.25,27.08280002,-9.419685076,-4.821428571,29.36450112,-7.943753047,4.178571429,31.64620222,-32.43833242,-1.285714286,28.17404837,-45.97584263,-5.785714286,23.11462419,-58.28178283,-9,2.083292309,-3.007713041,2.892857143,1.984087914,-29.36501044,-1.285714286,-0.198408791,-45.29444869,-5.464285714,-4.464197806,-58.2161739,-8.357142857,-23.80905496,7.343331052,1.285714286,-24.30507694,-16.85103732,-3.214285714,-23.61064617,-32.69390056,-6.428571429,-22.42019343,-46.60283377,-8.678571429,-48.61015389,21.94902121,-1.285714286,-49.40378905,4.014440936,-5.785714286,-46.82447476,-8.189561244,-7.392857143,-43.25311652,-20.23577642,-8.678571429,1,b
-1.03917E-13,57.73682483,9.169811321,36.40785869,45.37399443,0.679245283,52.46847637,23.54479539,-2.037735849,41.31498238,3.9618774,-3.735849057,11.36549828,-4.777734072,-5.433962264,30.38383435,-1.739990436,4.41509434,28.94117101,-24.66956607,-0.339622642,23.14466347,-38.78164967,-5.094339623,17.31713091,-52.14519027,-8.830188679,2.55956399,-4.017972132,4.754716981,-1.209975704,-28.54364808,1.358490566,-5.336303105,-44.46107961,-2.716981132,-9.57121807,-57.75861066,-6.113207547,-23.10846761,-0.582867045,3.735849057,-27.76739116,-22.89591879,0.339622642,-27.17791582,-37.11823567,-2.716981132,-27.46231181,-49.50219984,-5.433962264,-46.55821043,7.068238838,2.037735849,-52.26164291,-9.289473739,-1.698113208,-50.99995885,-20.48461386,-3.396226415,-49.00401602,-30.14966322,-4.754716981,1,b
-1.63092E-13,57.69629463,9.142857143,35.23548727,45.94530037,2.571428571,52.63904126,27.07569086,-0.285714286,45.06756626,10.5433288,-2.571428571,18.67836948,2.16282003,-5.142857143,28.85624862,-1.13852777,3.428571429,27.60723911,-24.081082,-1.428571429,23.11699831,-37.89715361,-5.714285714,17.05775383,-50.97023328,-8.857142857,0.805146626,-1.899595718,2.857142857,-1.966415798,-27.53738246,-0.857142857,-6.430850614,-43.26357876,-4.571428571,-10.91593022,-57.4616753,-7.714285714,-24.20084954,2.729801358,1.714285714,-27.78788098,-20.24433979,-2,-28.36593497,-35.15384135,-4.857142857,-28.1904543,-48.14268925,-7.142857143,-48.48427822,11.57200173,-0.285714286,-52.92290706,-6.064319263,-3.714285714,-51.20938988,-17.50400946,-4.857142857,-47.94235261,-28.54061678,-6,1,b
-8.88178E-15,57.98859633,9,38.88190331,39.89879503,2.4,56.26177986,18.29875252,-0.3,48.27212965,2.243320469,-2.7,22.106821,-4.74664819,-5.1,32.96128602,-5.421234039,4.2,34.09129631,-28.9873304,-0.9,30.62168726,-42.65948732,-5.4,24.81247944,-54.91083329,-9,2.976224281,-2.99086691,3.3,2.16452675,-28.53362881,-0.6,0.111409465,-44.24944535,-4.8,-4.138065846,-57.44799862,-7.8,-23.85754116,4.231919066,1.8,-26.08573046,-19.26718322,-2.4,-23.80979425,-34.06166105,-5.4,-22.17048355,-47.28608291,-7.8,-50.94595681,15.94863385,-0.9,-53.23780867,-1.594603211,-4.5,-50.57989714,-13.46520819,-6,-46.17126545,-24.82108405,-6.9,1,b
7.10543E-15,78.34349524,7.02,20.74393147,55.05281462,5.4,33.31243595,22.86250065,4.5,48.38631322,3.192430585,2.7,65.93086282,-6.572258579,0.54,-6.398763739,-12.11976471,9,-13.78302037,-39.74401702,5.22,-9.549564972,-53.69058649,1.44,-1.35331771,-62.80790916,-1.26,-19.60575657,-8.457056027,6.66,-31.22346861,-41.72061269,2.16,-23.86697234,-55.35999839,-1.62,-10.94452323,-60.87870981,-3.6,-30.4045379,0.404280169,3.42,-41.50868321,-33.3310518,-1.44,-32.86133005,-47.62690316,-4.68,-18.91174749,-54.08916519,-6.3,-38.29542116,12.94652338,-0.18,-43.60459064,-14.99591236,-5.04,-37.83737517,-30.88078034,-7.74,-27.05941412,-41.31103433,-9,1,c
7.10543E-15,78.33186947,9,20.48631414,55.12867491,4.5,35.4061684,26.33663628,1.62,52.89806097,8.317612345,-1.98,69.81080947,-2.357782759,-5.76,-4.467682791,-10.49075141,8.28,-13.05759402,-38.60115106,2.88,-9.986243536,-52.61361017,-2.34,-2.534299595,-60.92062704,-5.76,-18.89693381,-6.962717504,6.66,-29.22718021,-39.31236412,0.9,-23.53298931,-52.81568978,-4.68,-11.01680065,-57.01852223,-7.92,-31.10105236,1.33216119,3.96,-41.4400077,-31.49601634,-1.8,-35.27843738,-45.42880601,-6.3,-21.35140151,-50.44149957,-8.46,-41.08874739,13.91535376,0.72,-45.86995178,-13.80251062,-4.32,-42.1323679,-30.37328941,-7.38,-32.58592549,-41.09142523,-9,1,c
